target_language,relative_path,key,source_value
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,collapse_of_discipline_desc,軍隊の規律は完全に失われた。上官の命令は無視され、兵士たちは思い思いに行動する。もはや軍隊というより、武装したお祭り集団だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confused_command,混乱した指揮
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confused_command_desc,司令部からの命令は暗号化されているが、解読できる者が誰もいない。兵士たちは、とりあえず命令書の文字の形で陣形を組むことにしたらしい。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confusion_of_ancient_languages,古代語の混乱
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confusion_of_ancient_languages_desc,古代言語の解読に成功したという学者の発表以来、人々は現代語を忘れ、奇妙な言葉で話し始めた。意思の疎通は困難を極め、社会は機能不全に陥っている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confusion_of_dream_and_reality,夢と現実の混濁
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,confusion_of_dream_and_reality_desc,人々は夢と現実の区別がつかなくなっている。ある者は夢の中の出来事を現実だと信じ込み、またある者は現実をただの悪夢だと思い込んでいる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,constitutional_crisis,憲法の危機
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,constitutional_crisis_desc,憲法があまりにも難解な文章で書かれているため、誰もその内容を理解できない。政府も裁判所も、その日の気分で法律を解釈している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,crisis_of_faith,信仰の危機
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,crisis_of_faith_desc,神は本当にいるのか？人々は疑い始め、宗教はその力を失いつつある。精神的な支柱を失った社会は、ゆっくりと崩壊に向かっている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,cultural_identity_crisis,文化的アイデンティティの危機
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,cultural_identity_crisis_desc,「我々は何者なのか？」この哲学的な問いに、誰も答えられない。自国の文化に誇りを失った国民は、安易に外国の文化を模倣し、社会は混乱している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,currency_credibility_anxiety,通貨信用不安
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,currency_credibility_anxiety_desc,国際酸素生成合弁会社の破綻以来、誰も自国の通貨を信用していない。人々は物々交換を始め、近代的な経済システムは崩壊の危機に瀕している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_navigation,航海の呪い
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_navigation_desc,この海域では、いかなる航海術も通用しない。地図は白紙になり、羅針盤は狂ったように回り続ける。一度入ったら、二度と出られない魔の海だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_emperor,皇帝の呪い
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_emperor_desc,古代の皇帝の墓を暴いたためか、我が国は原因不明の不運に見舞われている。指導者は次々と病に倒れ、国民の間には不吉な噂が絶えない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_far_north,極北の呪詛
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_far_north_desc,北極大陸から吹き付けるブリザードには、古代の呪いが込められているという。極寒の地へ足を踏み入れた兵士たちは、装備の不調だけでなく、原因不明の悪夢にうなされる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_frozen_hell,極寒の呪い
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_frozen_hell_desc,北極大陸の氷の下には、ただの寒さではない何かが眠っている。それは触れるもの全ての生命力を奪い去る、絶対零度の呪いだ。いかなる防寒対策も、その前では無力である。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_hammer,カナヅチの呪い
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_hammer_desc,この国に生まれた者は、誰も泳ぐことができない。海軍の兵士ですら、海に落ちればただ沈むだけだ。海戦は絶望的である。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_infinite_sequence,無限数列の呪縛
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_the_infinite_sequence_desc,ある数学者が発見したという無限数列は、見た者の精神を蝕む呪いだった。人々はその数列の虜となり、生産活動を放棄して壁に数字を書き連ねている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_venice,ヴェネツィアの呪い
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,curse_of_venice_desc,この土地は、かつての海の都の呪いを受けている。地盤は常に水浸しで、建物は沈み、人々は船なしでは移動できない。陸軍の運用など不可能だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dangerous_experiment,危険な実験
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dangerous_experiment_desc,「これをこうすれば、すごいことになるのでは？」という小学生レベルの発想で行われた実験は、案の定、大惨事を引き起こした。科学者たちは、安全という概念を忘れてしまったようだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dangerous_slide,危険なスライド
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dangerous_slide_desc,プレゼンテーションで使われるスライドには、なぜか危険な罠が仕掛けられている。政府高官たちは、会議のたびに命がけで発表に臨んでいる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,delayed_time,遅延する時間
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,delayed_time_desc,この国では、時間の流れが他国より明らかに遅い。あらゆる行動がワンテンポ遅れるため、国際競争で有利に立てるはずがない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,depletion_of_creativity,創造性の枯渇
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,depletion_of_creativity_desc,新しいアイデアが、全く生まれなくなった。芸術家は過去の作品を模倣するだけ、科学者は既存の理論を繰り返すだけ。この国から、進歩の光は失われた。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,desert_radiation,砂漠の放射線
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,desert_radiation_desc,砂漠の砂は、未知の放射線を放っている。この地に長く留まることは、兵士たちの健康を著しく損なうだろう。まるで目に見えない敵と戦っているようだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,disconnection_from_society,社会からの断絶
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,disconnection_from_society_desc,人々は他者との関わりを避け、自らの殻に閉じこもっている。共同体意識は失われ、国家としての結束力は皆無に等しい。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,disorientation,方向感覚喪失
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,disorientation_desc,兵士たちは、東西南北の区別がつかなくなった。彼らはしばしば、敵陣に向かって後退し、自陣に向かって突撃する。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dissonance,不協和音
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dissonance_2,不協和音
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dissonance_2_desc,指導者と国民の間に、埋めがたい溝ができてしまった。互いに理解しあえず、反発しあう。この不協和音は、国を内側から崩壊させるだろう。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dissonance_desc,国歌を誰も正しい音程で歌えない。軍楽隊の奏でる音楽は聞くに堪えない騒音だ。この不協和音は国民の士気を著しく低下させている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distorted_vision,歪んだ視覚
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distorted_vision_desc,人々の視界は、常に歪んでいる。まっすぐな道は曲がって見え、敵兵は味方に見える。信頼できるのは、自分の目以外の何かだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distortion_of_time_and_space,時空の歪み
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distortion_of_time_and_space_desc,ハレー彗星の接近は、我々の認識を超えた影響を及ぼしていたらしい。物理法則がねじ曲がり、時間が奇妙に伸び縮みする現象が国内各地で報告されている。これでは正確な研究など望むべくもない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distracted_government,注意散漫な政府
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,distracted_government_desc,政府は、蝶々が飛んでいるのを見ると会議を中断してしまうほど注意散漫だ。国家の重要課題は、いつも後回しにされている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dogu_possession,土偶の憑依
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,dogu_possession_desc,古代の土偶に、邪悪な霊が宿った。土偶は人々を操り、奇妙な踊りを踊らせ、国を混乱に陥れている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,electromagnetic_interference,電磁妨害
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,electromagnetic_interference_desc,強力な電磁妨害により、無線通信は完全に麻痺した。前線との連絡は、伝書鳩に頼るしかない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,electronic_device_malfunction,電子機器の不調
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,electronic_device_malfunction_desc,電子機器は、常に機嫌が悪い。計算機は嘘の答えを出し、レーダーは幻影を映し、暗号機はポエムを生成する。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,emotional_excess,感情過多
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,emotional_excess_desc,国民の感情の振れ幅が、異常なまでに大きくなった。些細なことで歓喜し、些細なことで絶望する。安定した社会生活など望むべくもない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,emp_shock,EMPショック
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,emp_shock_desc,強力な電磁パルス攻撃により、国内の電子機器は全て沈黙した。近代的な指揮系統は崩壊し、我々は原始的な戦いを強いられている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,encounter_with_the_unknown,未知との遭遇
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,encounter_with_the_unknown_desc,ムー大陸の末裔か、アトランティスの使者か、それともただのイタズラ好きな宇宙人か。正体不明の存在との接触は、我々の社会に計り知れない混乱をもたらしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,endless_debate,終わらない議論
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,endless_debate_desc,一つの物事を決めるのに、百年かかる。議会は些細なことで紛糾し、結論が出る頃には、議題そのものが忘れ去られている。何も決まらないことが、唯一の決定事項だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,endless_suspicion,終わらない猜疑心
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,endless_suspicion_desc,誰も他人を信用しない。隣人はスパイ、上官は裏切り者、政府は敵の手先。この国では、猜疑心こそが唯一の共通言語だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_defense,過剰防衛
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_defense_desc,飛んできたハエを対空砲で撃ち落とすような国だ。あらゆる脅威に対して過剰なまでに反応するため、資源と弾薬は常に枯渇している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_fertility,過剰な豊穣
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_fertility_desc,大地は異常なまでに豊穣となり、作物は恐ろしい速さで成長する。しかし、その作物はどれも奇妙な形をしており、誰も食べたがらない。豊かさは、時として呪いとなる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_healing,過剰な治癒
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_healing_desc,負傷した兵士の治癒能力が、異常なまでに高まった。しかし、治癒が過剰に進み、傷口から新たな手足が生えてくるなどの奇怪な現象が報告されている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_resources,過剰な資源
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_resources_desc,資源が、無限に湧き出てくる。しかし、それを加工する技術も、消費するだけの産業もない。我々は、宝の山の上で餓死しようとしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_thinking,思考過多
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,excessive_thinking_desc,国民は、あまりにも考えすぎるようになった。「このパンを食べるべきか、否か」という問いに、三日三晩悩み続ける。行動を起こす者は、もはや誰もいない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,expansion_of_execution_targets,執行対象拡大
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,expansion_of_execution_targets_desc,「シビュラシステム」の判断基準が拡大し、今やストレス値が少し高いだけで潜在犯として執行対象となる。国民は常に怯えて暮らしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,faith_in_name_only,信仰の形骸化
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,faith_in_name_only_desc,信仰はもはや形式だけのものとなった。人々は儀式に参加はするが、その心に神はいない。社会の道徳的基盤は崩れつつある。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fallacy_of_the_way,ザ・ウェイの誤謬
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fallacy_of_the_way_desc,「これぞ道なり」と信じて進んだ先は、いつも崖だった。指導者も国民も、自分たちの進むべき道が根本的に間違っていることに、まだ気づいていない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,false_ruins,偽りの遺跡
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,false_ruins_desc,観光客を呼び込むために作られた偽の遺跡が、なぜか本物の呪いを帯びてしまった。訪れる者は次々と正気を失い、遺跡の番人になると言って姿を消す。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,false_survival_skills,偽りの生存術
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,false_survival_skills_desc,テレビで紹介されたサバイバル術は、どうやら全部デタラメだったらしい。それを真に受けた兵士たちは、遭難した際にクマに挨拶をしようとして悲惨な結果を迎えている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fear_of_death,死への恐怖
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fear_of_death_desc,死への極度な恐怖が、国民を支配している。兵士たちは戦うことを恐れ、人々は危険な活動を一切避けるようになった。国家としての活力は失われた。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,financial_crisis,金融恐慌
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,financial_crisis_desc,史上最大の金融危機は、まだ終わっていなかった。国際酸素生成合弁会社の負の遺産は、亡霊のように我々の経済にまとわりつき、息の根を止めようとしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flawed_construction_plan,欠陥建設計画
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flawed_construction_plan_desc,設計図の読み方を誰も知らない。その結果、建設される工場やインフラは常にどこか欠陥を抱えている。ある工場は屋根がなく、ある橋は川に届いていない。生産性など上がるはずもなかった。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flawed_design,欠陥設計
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flawed_design_desc,最新の兵器設計図は、どうやら上下逆さまだったらしい。完成した戦車は砲塔が地面を向き、軍艦は逆さまに進水した。使い物になるはずがない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,floating_laboratory,浮遊する研究所
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,floating_laboratory_desc,空に浮かぶ謎の研究所。そこで何が行われているのか、誰も知らない。ただ、時折そこから奇妙な色の煙が立ち上るのが見えるだけだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flood_of_memories,記憶の洪水
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,flood_of_memories_desc,他人の記憶が、自分のものとして頭の中に流れ込んでくる。誰が自分で、誰が他人なのか。アイデンティティは崩壊寸前だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,food_insecurity,食料不安
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,food_insecurity_desc,食料は十分にあるはずなのに、なぜか国民は常に飢えている。流通の問題か、それとも食料そのものに何か秘密があるのか。謎は深まるばかりだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fraying_of_reality,現実の綻び
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,fraying_of_reality_desc,現実そのものが、綻び始めている。物理法則は気まぐれに変わり、存在しないはずのものが現れ、存在するはずのものが消える。我々の認識は、もはや何の役にも立たない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,galaxy_brain,ギャラクシー・ブレイン
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,galaxy_brain_desc,我々の指導者の思考は、常人の理解をはるかに超えている。彼の計画は宇宙的規模であり、あまりにも壮大すぎて、誰もついていけない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,geometric_curse,幾何学の呪縛
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,geometric_curse_desc,この世界のあらゆるものが、不気味なほど正確な幾何学模様を描き始めている。それは美しいが、同時に言い知れぬ恐怖を見る者に与える。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,ghost_hack,ゴーストハック
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,ghost_hack_desc,電脳化された人々の「ゴースト」が、何者かによってハッキングされている。記憶は改竄され、人々は操り人形のように動かされる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,gods_whim,神々の気まぐれ
